0.010700,510
0.026631,510
0.042576,510
0.058582,510
0.074573,510
0.090586,510
0.106585,510
0.122573,510
0.138569,510
0.154567,510
0.170569,510
0.186569,510
0.202568,510
0.218447,510
0.234439,510
0.250441,510
0.266437,510
0.282436,510
0.298439,510
0.314440,510
0.330437,510
0.346436,510
0.362311,510
0.378334,510
0.394307,510
0.410307,510
0.426326,510
0.442307,510
0.458319,510
0.474306,510
0.490309,510
0.506341,510
0.522193,510
0.538203,510
0.554189,510
0.570186,510
0.586177,510
0.602178,510
0.618175,510
0.634180,510
0.650193,510
0.666190,510
0.682053,510
0.698048,510
0.714060,510
0.730046,510
0.746045,510
0.762044,510
0.778044,510
0.794044,510
0.810043,510
0.826044,510
0.841916,510
0.857915,510
0.873918,510
0.889919,510
0.905913,510
0.921915,510
0.937910,510
0.953911,510
0.969911,510
0.985909,510
1.001908,510
1.017787,510
1.033797,510
1.049783,510
1.065784,510
1.081783,510
1.097781,510
1.113786,510
1.129786,510
1.145785,510
1.161780,510
1.177782,510
1.193779,510
1.209657,510
1.225666,510
1.241651,510
1.257670,510
1.273648,510
1.289653,510
1.305542,510
1.321523,510
1.337522,510
1.353522,510
1.369521,510
1.385525,510
1.401523,510
1.417520,510
1.433522,510
1.449393,510
1.465392,510
1.481396,510
1.497392,510
1.513393,510
1.529392,510
1.545389,510
1.561389,510
1.577286,510
1.593273,510
1.609261,510
1.625263,510
1.641277,510
1.657258,510
1.673263,510
1.689263,510
1.705260,510
1.721309,510
1.769131,478
1.785135,462
1.801132,442
1.817129,422
1.833127,401
1.849128,382
1.865124,360
1.881132,342
1.897004,322
1.912999,309
1.929010,303
1.944998,300
1.960999,300
1.976997,300
1.993006,300
2.009011,300
2.025000,300
2.040993,300
2.056868,300
2.072883,301
2.088867,300
2.104867,300
2.120868,301
2.136871,300
2.152883,300
2.168866,300
2.184865,300
2.200741,300
2.216740,300
2.232740,300
2.248738,300
2.264738,300
2.280736,300
2.296740,300
2.312741,300
2.328737,300
2.344734,300
2.360733,300
2.376732,300
2.392640,300
2.408609,300
2.424606,300
2.440607,300
2.456610,300
2.472605,300
2.488601,300
2.504479,300
2.520476,300
2.536473,300
2.552476,300
2.568476,300
2.584477,300
2.600489,300
2.616483,300
2.632476,300
2.648488,300
2.664353,300
2.680345,300
2.696345,300
2.712359,300
2.728346,300
2.744342,300
2.760343,300
2.776343,300
2.792342,300
2.808230,300
2.824230,300
2.840214,300
2.856213,300
2.872215,300
2.888220,300
2.904214,300
2.920210,300
2.936213,300
2.952223,300
2.968086,300
2.984089,300
3.000084,300
3.016084,300
3.032083,300
3.048082,300
3.064083,300
3.080079,300
3.096081,300
3.112075,300
3.127961,300
3.143970,300
3.159953,300
3.175954,300
3.191951,300
3.207950,300
3.223952,300
3.239948,300
3.255951,300
3.271827,300
3.287840,300
3.303819,300
3.319823,300
3.335819,300
3.351819,300
3.367819,300
3.383825,300
3.399818,300
3.415816,300
3.431693,300
3.447698,300
3.463715,300
3.479693,300
3.495722,300
3.511689,300
3.527705,300
3.543687,300
3.559690,300
3.575688,300
3.591689,300
3.607712,300
3.623700,300
3.639568,300
3.655557,300
3.671560,300
3.687562,300
3.703557,300
3.719557,300
3.735430,300
3.783428,331
3.799429,344
3.815432,364
3.831428,383
3.847424,404
3.863427,423
3.879427,442
3.895453,458
3.911303,473
3.927298,489
3.943295,500
3.959296,506
3.975299,508
3.991296,508
4.007297,507
4.023312,507
4.039299,508
4.055169,507
4.071193,508
4.087168,507
4.103168,508
4.119167,507
4.135167,508
4.151168,507
4.167165,508
4.183164,507
4.199162,507
4.215039,508
4.231038,508
4.247047,508
4.263037,507
4.279036,507
4.295034,508
4.311047,507
4.327034,508
4.343037,508
4.359031,508
4.374908,507
4.390908,508
4.406904,508
4.422904,508
4.438905,508
4.454903,508
4.470903,508
4.486910,508
4.502900,508
4.518776,508
4.534775,508
4.550774,508
4.566775,508
4.582780,508
4.598781,508
4.614774,508
4.630789,508
4.646810,508
4.662792,508
4.678646,508
4.694647,508
4.710643,508
4.726642,508
4.742642,508
4.758642,508
4.774642,508
4.790641,508
4.806643,508
4.822638,508
4.838638,508
4.854514,508
4.870513,508
4.886511,508
4.902522,508
4.918507,509
4.934511,509
4.950511,509
4.966383,509
4.982382,508
4.998385,508
5.014413,508
5.030383,508
5.046381,508
5.062383,508
5.078378,508
5.094397,508
5.110379,508
5.126380,508
5.142255,508
5.158250,508
5.174250,508
5.190252,508
5.206249,508
5.222270,508
5.238266,509
5.254246,509
5.270257,509
5.286247,509
5.302122,509
5.318121,509
5.334132,509
5.350121,509
5.366119,509
5.382127,509
5.398124,509
5.414118,509
5.430117,509
5.446139,509
