16.285156	       0		1
16.368464	       0		1
16.431436	       0		1
16.494414	       0		1
16.557367	       0		1
16.620428	       0		1
16.684461	       0		1
16.747540	       0		1
16.810338	       0		1
16.873471	       0		1
16.936500	       0		1
16.999471	       0		1
17.062444	       0		1
17.125486	       0		1
17.188488	       0		1
17.251487	       0		1
17.314514	       0		1
17.377442	       0		1
17.440450	       0		1
17.503512	       0		1
17.566476	       0		1
17.629545	       0		1
17.692489	       0		1
17.755511	       0		1
17.818446	       0		1
17.881497	       0		1
17.944456	       0		1
18.007487	       0		1
18.070437	       0		1
18.133452	       0		1
18.196551	       0		1
18.259445	       0		1
18.322526	       0		1
18.385516	       0		1
18.449519	       0		1
18.513484	       0		1
18.576477	       0		1
18.639492	       0		1
18.702598	       0		1
18.765517	       0		1
18.828586	       0		1
18.892560	       0		1
18.955502	       0		1
19.018550	       0		1
19.081514	       0		1
19.144477	       0		1
19.207584	       0		1
19.270553	       0		1
19.333616	       0		1
19.396511	       0		1
19.459522	       0		1
19.522588	       0		1
19.585525	       0		1
19.648536	       0		1
19.711568	       0		1
19.775535	       0		1
19.838582	       0		1
19.901482	       0		1
19.965507	       0		1
20.029641	       0		1
20.092590	       0		1
20.156500	       0		1
20.219589	       0		1
20.282636	       0		1
20.345581	       0		1
20.408528	       0		1
20.471628	       0		1
20.535586	       0		1
20.598609	       0		1
20.661540	       0		1
20.725626	       0		1
20.788526	       0		1
20.852580	       0		1
20.915578	       0		1
20.978521	       0		1
21.041576	       0		1
21.104650	       0		1
21.167599	       0		1
21.231627	       0		1
21.294615	       0		1
21.357532	       0		1
21.420602	       0		1
21.483594	       0		1
21.546526	       0		1
21.609538	       0		1
21.672601	       0		1
21.735580	       0		1
21.798554	       0		1
21.861625	       0		1
21.924604	       0		1
21.987528	       0		1
22.051563	       0		1
22.114574	       0		1
22.178573	       0		1
22.241518	       0		1
22.304685	       0		1
22.367726	       0		1
22.430577	       0		1
22.493619	       0		1
22.556580	       0		1
22.619642	       0		1
22.682631	       0		1
22.745638	       0		1
22.808627	       0		1
22.871646	       0		1
22.935611	       0		1
22.998606	       0		1
23.062599	       0		1
23.126602	       0		1
23.189603	       0		1
23.252584	       0		1
23.315678	       0		1
23.378677	       0		1
23.442697	       0		1
23.505632	       0		1
23.568644	       0		1
23.631629	       0		1
23.694656	       0		1
23.757683	       0		1
23.820737	       0		1
23.884586	       0		1
23.947708	       0		1
24.010733	       0		1
24.074656	       0		1
24.137669	       0		1
24.201673	       0		1
24.264716	       0		1
24.327712	       0		1
24.390722	       0		1
24.453658	       0		1
24.516698	       0		1
24.579691	       0		1
24.642671	       0		1
24.705715	       0		1
24.768705	       0		1
24.831712	       0		1
24.894724	       0		1
24.958694	       0		1
25.021673	       0		1
25.084683	       0		1
25.147676	       0		1
25.210667	       0		1
25.273718	       0		1
25.337748	       0		1
25.401708	       0		1
25.464711	       0		1
25.527691	       0		1
25.590743	       0		1
25.653701	       0		1
25.716776	       0		1
25.779701	       0		1
25.843701	       0		1
25.907670	       0		1
25.970764	       0		1
26.033740	       0		1
26.096726	       0		1
26.159689	       0		1
26.222759	       0		1
26.285743	       0		1
26.348750	       0		1
26.412807	       0		1
26.475769	       0		1
26.538729	       0		1
26.601752	       0		1
26.664648	       0		1
26.727767	       0		1
26.790706	       0		1
26.853717	       0		1
26.916772	       0		1
26.979718	       0		1
27.042723	       0		1
27.105712	       0		1
27.168850	       0		1
27.231681	       0		1
27.294794	       0		1
27.358712	       0		1
27.421778	       0		1
27.484730	       0		1
27.547723	       0		1
27.610747	       0		1
27.673794	       0		1
27.737762	       0		1
27.800764	       0		1
27.863730	       0		1
27.926714	       0		1
27.989755	       0		1
28.053710	       0		1
28.116844	       0		1
28.179799	       0		1
28.242739	       0		1
28.305758	       0		1
28.368798	       0		1
28.431806	       0		1
28.495786	       0		1
28.558682	       0		1
28.621740	       0		1
28.684841	       0		1
28.747747	       0		1
28.810821	       0		1
28.874724	       0		1
28.937750	       0		1
29.000861	       0		1
29.063872	       0		1
29.127736	       0		1
29.190723	       0		1
29.253775	       0		1
29.316779	       0		1
29.379732	       0		1
29.442812	       0		1
29.505787	       0		1
29.568743	       0		1
29.631767	       0		1
29.694875	       0		1
29.758780	       0		1
29.821840	       0		1
29.885807	       0		1
29.948807	       0		1
30.011846	       0		1
30.074812	       0		1
