0.010000	0.772889	-7.458228	-1.766809	-0.034780	-0.114380	1.500000	-0.005603	-0.053476	-0.011202	
0.020000	0.715733	-6.989405	6.956657	-0.032208	-0.135477	1.500000	-0.004880	-0.051362	0.051151	
0.030000	0.365831	-6.818914	15.987556	-0.016462	-0.143149	1.500000	-0.002350	-0.055589	0.116251	
0.040000	-0.242387	-5.597260	27.924427	0.010907	-0.198123	1.500000	0.001446	-0.060662	0.203123	
0.050000	-0.563136	-2.427011	43.565739	0.025341	-0.340784	1.500000	0.003073	-0.068060	0.319586	
0.060000	-0.574832	3.153142	59.063965	0.025867	-0.591891	1.500000	0.002892	-0.072499	0.439431	
0.070000	-0.424522	11.006410	73.813477	0.019104	-0.945288	1.500000	0.001988	-0.073978	0.559909	
0.080000	-0.246713	21.152374	87.788307	0.011102	-1.401857	1.500000	0.001085	-0.072921	0.682925	
0.090000	-0.084444	31.406338	93.892059	0.003800	-1.863285	1.500000	0.000362	-0.035298	0.737880	
0.100000	-0.126720	41.661064	93.990494	0.005702	-2.324748	1.500000	0.000542	0.037412	0.738937	
0.110000	-0.210865	52.490280	93.619858	0.009489	-2.812063	1.500000	0.000904	0.112447	0.742953	
0.120000	-0.253061	64.264908	93.641258	0.011388	-3.341921	1.500000	0.001085	0.187059	0.758382	
0.130000	-0.211135	77.963280	93.919144	0.009501	-3.958348	1.500000	0.000904	0.267590	0.786494	
0.140000	-0.169159	89.636330	94.266808	0.007612	-4.483635	1.500000	0.000723	0.331845	0.817354	
0.150000	-0.127089	100.562996	94.671089	0.005719	-4.975335	1.500000	0.000542	0.388491	0.851384	
0.160000	-0.170049	118.048149	95.497284	0.007652	-5.762167	0.500000	0.000723	0.471770	0.915428	
0.170000	-0.170460	133.603363	96.065315	0.007671	-6.462151	0.500000	0.000723	0.540041	0.979049	
0.180000	-0.170606	150.339966	96.267807	0.007677	-7.215298	0.500000	0.000723	0.608524	1.052393	
0.190000	-0.170076	167.860260	95.535057	0.007653	-8.000000	0.500000	0.000723	0.677852	1.131233	
0.200000	-0.168833	186.340576	93.815163	0.007597	-8.000000	0.500000	0.000723	0.747603	1.217470	
0.210000	-0.166714	205.687561	90.884399	0.007502	-8.000000	0.500000	0.000723	0.817354	1.310894	
0.220000	-0.286428	225.345856	86.678429	0.012889	-8.000000	0.500000	0.001265	0.884780	1.409391	
0.230000	-0.239170	245.551041	80.833168	0.010763	-8.000000	0.500000	0.001085	0.951783	1.514017	
0.240000	-0.153977	266.283813	73.268394	0.006929	-8.000000	0.500000	0.000723	1.016883	1.626464	
0.250000	-0.110280	287.264069	63.672501	0.004963	-8.000000	0.500000	0.000542	1.080293	1.745886	
0.260000	-0.138384	308.344910	51.701267	0.006227	-8.000000	0.500000	0.000723	1.142435	1.872917	
0.270000	-0.127813	328.769379	37.079498	0.005752	-8.000000	0.500000	0.000723	1.205000	2.003753	
0.280000	-0.115226	341.290466	19.670723	0.005185	-8.000000	0.500000	0.000723	1.305187	2.069277	
0.290000	-0.076023	352.225586	0.498167	0.003421	-8.000000	0.500000	0.000542	1.412139	2.133955	
0.300000	-0.086745	362.568115	-19.721676	0.003904	-8.000000	0.500000	0.000723	1.514229	2.210469	
0.310000	-0.053240	372.268311	-41.516850	0.002396	-8.000000	0.500000	0.000542	1.614205	2.299243	
0.320000	-0.068109	380.778076	-64.337494	0.003065	-8.000000	0.500000	0.000904	1.709531	2.396894	
