0.003000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.006000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.009000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.012000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.015000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.018000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.021000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.024000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.027000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.030000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.033000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.036000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.039000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.042000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.045000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.048000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.051000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.054000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.057000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.060000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.063000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.066000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.069000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.072000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.075000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.078000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.081000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.084000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.087000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.090000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.093000	-0.528121	-8.024565	14.078615	0.050171	-0.187666	0.000000	0.003434	-0.062776	0.102935	
0.096000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.099000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.102000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
0.105000	-0.500325	-8.024565	14.078708	0.047531	-0.187666	0.000000	0.003254	-0.062776	0.102935	
