0.010000	-1.141263	4.646466	-5.363079	0.051357	-0.209091	0.138939	0.008495	0.032550	-0.037835	0.000000	0.000000	0.000000	
0.020000	-1.176854	5.435804	-1.173630	0.052958	-0.244611	0.107158	0.008495	0.038891	-0.007609	0.000000	0.000000	0.000000	
0.030000	-1.208734	6.107234	2.578855	0.054393	-0.274826	0.093392	0.008495	0.043541	0.019446	0.000000	0.000000	0.000000	
0.040000	-1.223610	6.595381	4.329883	0.055062	-0.296792	0.163333	0.008495	0.046712	0.032128	0.000000	0.000000	0.000000	
0.050000	-1.245911	6.936640	3.899485	0.056066	-0.312149	0.320567	0.008676	0.049248	0.029169	0.000000	0.000000	0.000000	
0.060000	-1.217580	6.603909	3.620168	0.054791	-0.297176	0.455945	0.008495	0.046923	0.027055	0.000000	0.000000	0.000000	
0.070000	-1.193516	6.285186	3.841852	0.053708	-0.282833	0.549994	0.008315	0.044598	0.028534	0.000000	0.000000	0.000000	
0.080000	-1.246921	6.349350	4.015851	0.056111	-0.285721	0.624246	0.008676	0.045021	0.029803	0.000000	0.000000	0.000000	
0.090000	-1.248887	6.563067	4.242499	0.056200	-0.295338	0.671696	0.008676	0.046501	0.031494	0.000000	0.000000	0.000000	
0.100000	-1.224541	6.776193	4.439543	0.055104	-0.304929	0.694294	0.008495	0.047980	0.032973	0.000000	0.000000	0.000000	
0.110000	-1.251094	6.807646	4.496921	0.056299	-0.306344	0.696039	0.008676	0.048192	0.033396	0.000000	0.000000	0.000000	
0.120000	-1.250595	6.776193	4.439319	0.056277	-0.304929	0.675688	0.008676	0.047980	0.032973	0.000000	0.000000	0.000000	
0.130000	-1.250351	6.745729	4.411221	0.056266	-0.303558	0.627436	0.008676	0.047769	0.032762	0.000000	0.000000	0.000000	
0.140000	-1.224303	6.745729	4.411445	0.055094	-0.303558	0.552840	0.008495	0.047769	0.032762	0.000000	0.000000	0.000000	
0.150000	-1.223813	6.714313	4.353829	0.055072	-0.302144	0.458039	0.008495	0.047557	0.032339	0.000000	0.000000	0.000000	
0.160000	-1.222846	6.622059	4.239965	0.055028	-0.297993	0.345919	0.008495	0.046923	0.031494	0.000000	0.000000	0.000000	
0.170000	-1.221400	6.469112	4.069736	0.054963	-0.291110	0.220045	0.008495	0.045867	0.030225	0.000000	0.000000	0.000000	
0.180000	-1.219200	6.313846	3.810799	0.054864	-0.284123	0.100928	0.008495	0.044810	0.028323	0.000000	0.000000	0.000000	
0.190000	-1.215276	6.065270	3.348920	0.054687	-0.272937	-0.031299	0.008495	0.043119	0.024941	0.000000	0.000000	0.000000	
0.200000	-1.208349	5.781582	2.533572	0.054376	-0.260171	-0.166925	0.008495	0.041216	0.019023	0.000000	0.000000	0.000000	
0.210000	-1.197424	5.438364	1.247537	0.053884	-0.244726	-0.264185	0.008495	0.038891	0.009723	0.000000	0.000000	0.000000	
0.220000	-1.181994	5.048967	-0.568705	0.053190	-0.227204	-0.316804	0.008495	0.036144	-0.003382	0.000000	0.000000	0.000000	
0.230000	-1.157083	4.499941	-3.500952	0.052069	-0.202497	-0.324116	0.008495	0.031916	-0.024518	0.000000	0.000000	0.000000	
0.240000	-1.100507	3.910414	-7.344188	0.049523	-0.175969	-0.275813	0.008315	0.026632	-0.052207	0.000000	0.000000	0.000000	
0.250000	-1.087064	3.355550	-11.742794	0.048918	-0.151000	-0.184115	0.008495	0.020503	-0.083912	0.000000	0.000000	0.000000	
0.260000	-1.048507	2.957608	-16.281317	0.047183	-0.133092	-0.064492	0.008495	0.014373	-0.116674	0.000000	0.000000	0.000000	
0.270000	-1.012286	2.669187	-20.544819	0.045553	-0.120113	0.066952	0.008495	0.008243	-0.147534	0.000000	0.000000	0.000000	
0.280000	-0.982607	2.466734	-24.038345	0.044217	-0.111003	0.189777	0.008495	0.002748	-0.172898	0.000000	0.000000	0.000000	
0.290000	-0.964595	2.204321	-26.158447	0.043407	-0.099194	0.277871	0.008495	-0.001902	-0.188327	0.000000	0.000000	0.000000	
0.300000	-0.961626	1.828184	-26.507963	0.043273	-0.082268	0.313586	0.008495	-0.005073	-0.190864	0.000000	0.000000	0.000000	
0.310000	-0.969759	1.646668	-25.550636	0.043639	-0.074100	0.317181	0.008495	-0.005073	-0.183889	0.000000	0.000000	0.000000	
