1.615281	       0		1
1.694458	       0		1
1.757434	       0		1
1.820393	       0		1
1.883336	       0		1
1.947371	       0		1
2.010435	       0		1
2.073514	       0		1
2.136624	       0		1
2.199530	       0		1
2.262475	       0		1
2.326442	       0		1
2.389480	       0		1
2.452517	       0		1
2.516450	       0		1
2.579454	       0		1
2.642518	       0		1
2.705513	       0		1
2.768493	       0		1
2.831550	       0		1
2.894489	       0		1
2.958383	       0		1
3.021487	       0		1
3.084456	       0		1
3.147519	       0		1
3.210496	       0		1
3.273491	       0		1
3.337551	       0		1
3.400523	       0		1
3.463625	       0		1
3.526492	       0		1
3.589491	       0		1
3.652542	       0		1
3.715456	       0		1
3.779554	       0		1
3.842494	       0		1
3.906529	       0		1
3.969469	       0		1
4.032603	       0		1
4.095602	       0		1
4.159494	       0		1
4.222474	       0		1
4.285591	       0		1
4.349550	       0		1
4.412582	       0		1
4.475587	       0		1
4.538595	       0		1
4.602523	       0		1
4.665500	       0		1
4.728536	       0		1
4.791550	       0		1
4.854591	       0		1
4.917558	       0		1
4.980505	       0		1
5.043566	       0		1
5.106513	       0		1
5.169592	       0		1
5.232555	       0		1
5.295564	       0		1
5.358546	       0		1
5.421571	       0		1
5.484623	       0		1
5.548468	       0		1
5.613545	       0		1
5.676564	       0		1
5.740521	       0		1
5.803615	       0		1
5.866612	       0		1
5.930632	       0		1
5.993625	       0		1
6.057519	       0		1
6.120613	       0		1
6.183600	       0		1
6.246667	       0		1
6.309577	       0		1
6.372641	       0		1
6.435633	       0		1
6.498601	       0		1
6.561690	       0		1
6.624656	       0		1
6.687649	       0		1
6.750656	       0		1
6.813615	       0		1
6.877557	       0		1
6.940550	       0		1
7.003656	       0		1
7.067565	       0		1
7.131667	       0		1
7.194628	       0		1
